Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
hannah,40,60000.0,Other,Marketing,Assistant,2018-04-05,D,email@example.com,098-765-4321
charlie,25,50000.0,Female,IT,Clerk,2018-04-05,F,no_email@example.com,123-456-7890
frank,25,70000.0,Male,IT,Analyst,2018-04-05,B,user@domain.com,555-555-5555
alice,0,65000.0,Male,Finance,Assistant,2018-04-05,D,no_email@example.com,000-000-0000
grace,0,55000.0,Other,Marketing,Manager,2018-04-05,F,name@company.org,555-555-5555
alice,50,65000.0,Female,IT,Analyst,2018-04-05,A,user@domain.com,098-765-4321
ivy,0,60216.08643457383,Other,IT,Director,2018-04-05,B,email@example.com,123-456-7890
alice,35,65000.0,Female,Marketing,Analyst,2018-04-05,F,user@domain.com,098-765-4321
alice,40,60216.08643457383,Male,Sales,Assistant,2018-04-05,F,name@company.org,555-555-5555
grace,0,70000.0,Female,Marketing,Analyst,2018-04-05,C,email@example.com,098-765-4321
bob,30,60216.08643457383,Male,Finance,Manager,2018-04-05,D,no_email@example.com,123-456-7890
eve,50,65000.0,Female,Sales,Manager,2018-04-05,C,name@company.org,555-555-5555
hannah,30,65000.0,Other,HR,Director,2018-04-05,B,email@example.com,098-765-4321
hannah,25,60216.08643457383,Male,Marketing,Clerk,2018-04-05,F,no_email@example.com,123-456-7890
charlie,40,60000.0,Other,Finance,Assistant,2018-04-05,C,user@domain.com,098-765-4321
grace,0,70000.0,Other,Sales,Assistant,2018-04-05,D,email@example.com,123-456-7890
charlie,30,50000.0,Male,Marketing,Clerk,2018-04-05,B,user@domain.com,123-456-7890
frank,40,55000.0,Male,IT,Manager,2018-04-05,A,no_email@example.com,098-765-4321
frank,25,65000.0,Other,Marketing,Manager,2018-04-05,C,email@example.com,123-456-7890
charlie,35,55000.0,Other,HR,Analyst,2018-04-05,B,no_email@example.com,555-555-5555
grace,50,50000.0,Other,Marketing,Director,2018-04-05,A,name@company.org,123-456-7890
charlie,40,55000.0,Other,Sales,Director,2018-04-05,C,email@example.com,555-555-5555
hannah,40,50000.0,Male,Sales,Director,2018-04-05,B,no_email@example.com,123-456-7890
jack,35,60216.08643457383,Male,Marketing,Analyst,2018-04-05,B,email@example.com,123-456-7890
david,40,60000.0,Other,Sales,Director,2018-04-05,C,user@domain.com,000-000-0000
alice,25,65000.0,Female,IT,Clerk,2018-04-05,B,email@example.com,098-765-4321
david,25,50000.0,Female,Marketing,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
grace,35,55000.0,Male,IT,Clerk,2018-04-05,C,email@example.com,123-456-7890
david,50,65000.0,Other,IT,Analyst,2018-04-05,B,name@company.org,123-456-7890
frank,0,60000.0,Other,Finance,Director,2018-04-05,A,email@example.com,123-456-7890
ivy,30,60216.08643457383,Male,Marketing,Clerk,2018-04-05,A,user@domain.com,123-456-7890
alice,0,65000.0,Female,Sales,Clerk,2018-04-05,F,email@example.com,098-765-4321
eve,40,50000.0,Female,IT,Clerk,2018-04-05,C,no_email@example.com,555-555-5555
grace,30,60000.0,Female,Finance,Analyst,2018-04-05,B,no_email@example.com,000-000-0000
alice,35,55000.0,Male,Marketing,Assistant,2018-04-05,B,email@example.com,098-765-4321
david,35,60000.0,Female,Marketing,Director,2018-04-05,A,email@example.com,123-456-7890
frank,50,60000.0,Male,HR,Clerk,2018-04-05,F,name@company.org,098-765-4321
bob,30,70000.0,Male,HR,Assistant,2018-04-05,A,no_email@example.com,123-456-7890
jack,25,60000.0,Other,IT,Director,2018-04-05,A,no_email@example.com,123-456-7890
eve,30,60000.0,Female,HR,Director,2018-04-05,F,user@domain.com,000-000-0000
jack,40,65000.0,Male,IT,Clerk,2018-04-05,C,email@example.com,123-456-7890
alice,25,55000.0,Female,Sales,Clerk,2018-04-05,B,no_email@example.com,000-000-0000
frank,35,65000.0,Female,IT,Analyst,2018-04-05,C,user@domain.com,000-000-0000
frank,30,65000.0,Other,HR,Assistant,2018-04-05,D,no_email@example.com,555-555-5555
david,0,50000.0,Female,Sales,Assistant,2018-04-05,D,no_email@example.com,555-555-5555
hannah,50,65000.0,Other,HR,Clerk,2018-04-05,D,no_email@example.com,098-765-4321
david,0,70000.0,Male,IT,Director,2018-04-05,F,user@domain.com,098-765-4321
hannah,50,70000.0,Female,Finance,Clerk,2018-04-05,A,no_email@example.com,000-000-0000
hannah,40,50000.0,Male,Marketing,Director,2018-04-05,C,no_email@example.com,123-456-7890
eve,0,60216.08643457383,Female,HR,Director,2018-04-05,B,no_email@example.com,123-456-7890
david,30,55000.0,Male,IT,Clerk,2018-04-05,D,no_email@example.com,123-456-7890
bob,30,55000.0,Female,Sales,Manager,2018-04-05,C,no_email@example.com,123-456-7890
charlie,0,65000.0,Female,HR,Assistant,2018-04-05,D,name@company.org,123-456-7890
charlie,30,65000.0,Female,HR,Director,2018-04-05,D,user@domain.com,555-555-5555
david,40,60216.08643457383,Female,Marketing,Director,2018-04-05,B,no_email@example.com,123-456-7890
david,25,65000.0,Female,IT,Manager,2018-04-05,F,no_email@example.com,000-000-0000
jack,40,55000.0,Female,Finance,Analyst,2018-04-05,A,user@domain.com,098-765-4321
eve,50,60000.0,Female,Sales,Manager,2018-04-05,F,user@domain.com,555-555-5555
david,40,70000.0,Female,IT,Manager,2018-04-05,C,user@domain.com,123-456-7890
jack,50,60000.0,Female,Sales,Director,2018-04-05,F,user@domain.com,123-456-7890
hannah,30,60000.0,Male,HR,Assistant,2018-04-05,C,email@example.com,123-456-7890
frank,25,55000.0,Other,Marketing,Manager,2018-04-05,C,no_email@example.com,000-000-0000
frank,30,60000.0,Female,Marketing,Analyst,2018-04-05,A,email@example.com,555-555-5555
hannah,35,60216.08643457383,Other,Finance,Clerk,2018-04-05,B,no_email@example.com,123-456-7890
grace,30,50000.0,Female,Marketing,Manager,2018-04-05,A,no_email@example.com,000-000-0000
jack,50,65000.0,Female,HR,Manager,2018-04-05,F,no_email@example.com,098-765-4321
jack,30,50000.0,Male,Finance,Analyst,2018-04-05,C,no_email@example.com,555-555-5555
hannah,30,70000.0,Male,IT,Assistant,2018-04-05,D,user@domain.com,000-000-0000
bob,25,65000.0,Other,Marketing,Manager,2018-04-05,D,email@example.com,000-000-0000
ivy,30,60000.0,Male,Finance,Manager,2018-04-05,C,user@domain.com,123-456-7890
